,movieId,genres_x,tconst,titleType,primaryTitle,isAdult,startYear,endYear,runtimeMinutes,genres_y,directors,averageRating,numVotes
3224,124975,(no genres listed),tt0425186,movie,The Fine Art of Love: Mine Ha-Ha,0,2005,\N,102,"Drama,Mystery",John Irvin,5.5,568.0
3225,455,Adventure|Children|Drama,tt0106965,movie,Free Willy,0,1993,\N,112,"Adventure,Drama,Family",Simon Wincer,6.0,68271.0
3226,487,Comedy|Western,tt0110353,movie,Lightning Jack,0,1994,\N,98,"Comedy,Western",Simon Wincer,5.6,6368.0
3227,688,Action|Adventure|Comedy|War,tt0114048,movie,Operation Dumbo Drop,0,1995,\N,107,"Action,Adventure,Comedy",Simon Wincer,5.1,8443.0
3228,761,Action|Adventure,tt0117331,movie,The Phantom,0,1996,\N,100,"Action,Adventure,Comedy",Simon Wincer,4.9,32149.0
3229,4203,Action|Crime|Drama,tt0102005,movie,Harley Davidson and the Marlboro Man,0,1991,\N,98,"Action,Crime,Drama",Simon Wincer,6.2,18348.0
3230,4254,Comedy|Drama,tt0231402,movie,Crocodile Dundee in Los Angeles,0,2001,\N,92,"Action,Adventure,Comedy",Simon Wincer,4.8,23342.0
3231,7166,Adventure|Children|Drama,tt0318850,movie,The Young Black Stallion,0,2003,\N,50,"Adventure,Drama,Family",Simon Wincer,5.6,1030.0
3232,9004,Adventure|Children|Sci-Fi,tt0088979,movie,D.A.R.Y.L.,0,1985,\N,99,"Family,Sci-Fi",Simon Wincer,6.3,12046.0
3233,26649,Adventure|Drama|Western,tt0096639,tvMiniSeries,Lonesome Dove,0,1989,1989,384,"Adventure,Drama,Western",Simon Wincer,8.7,20199.0
3234,26750,Adventure|Drama|Western,tt0102744,movie,Quigley Down Under,0,1990,\N,119,"Action,Adventure,Drama",Simon Wincer,6.9,19419.0
3235,58598,Children|Drama,tt0086102,movie,Phar Lap,0,1983,\N,107,"Biography,Drama,Family",Simon Wincer,7.3,1607.0
3236,84442,Drama|Fantasy|Mystery,tt0080842,movie,Harlequin,0,1980,\N,95,"Drama,Fantasy,Horror",Simon Wincer,6.2,1207.0
3237,88376,Drama|Western,tt0783328,tvMiniSeries,Comanche Moon,0,2008,2008,360,"Drama,Western",Simon Wincer,7.2,2775.0
3238,100505,Action|Adventure|Western,tt0329390,tvMovie,Monte Walsh,0,2003,\N,117,"Romance,Western",Simon Wincer,7.1,2238.0
3239,103437,Action|Western,tt0218127,tvMovie,Crossfire Trail,0,2001,\N,92,"Action,Western",Simon Wincer,7.2,2833.0
3240,112251,Drama|Horror|Thriller,tt0079917,movie,One More Minute,0,1979,\N,92,"Drama,Thriller",Simon Wincer,5.2,407.0
3241,125051,Drama,tt1650056,movie,The Cup,0,2011,\N,99,"Biography,Drama,Sport",Simon Wincer,5.6,703.0
3242,456,Crime|Drama|Thriller,tt0109842,movie,Fresh,0,1994,\N,114,"Crime,Drama,Thriller",Boaz Yakin,7.6,12081.0
3243,1814,Drama,tt0120793,movie,A Price Above Rubies,0,1998,\N,117,"Drama,Romance",Boaz Yakin,6.5,2622.0
3244,3916,Drama,tt0210945,movie,Remember the Titans,0,2000,\N,113,"Biography,Drama,Sport",Boaz Yakin,7.8,196244.0
3245,6619,Comedy,tt0263757,movie,Uptown Girls,0,2003,\N,92,"Comedy,Drama,Romance",Boaz Yakin,6.2,34950.0
3246,94405,Action|Crime|Thriller,tt1656190,movie,Safe,0,2012,\N,94,"Action,Crime,Thriller",Boaz Yakin,6.5,102491.0
3247,116590,Drama|Romance|War,tt1079980,movie,Death in Love,0,2008,\N,97,"Drama,Romance,War",Boaz Yakin,4.8,996.0
3248,461,Drama|Romance,tt0109913,movie,Go Fish,0,1994,\N,83,"Comedy,Drama,Romance",Rose Troche,5.6,1971.0
3249,2837,Comedy|Romance,tt0126810,movie,Bedrooms and Hallways,0,1998,\N,92,"Comedy,Romance",Rose Troche,6.6,3214.0
3250,6217,Drama,tt0256359,movie,The Safety of Objects,0,2001,\N,121,Drama,Rose Troche,6.5,4069.0
3251,462,Action|Adventure,tt0109920,movie,A Good Man in Africa,0,1994,\N,94,Comedy,Bruce Beresford,5.0,2339.0
3252,726,Drama,tt0116827,movie,Last Dance,0,1996,\N,103,"Drama,Thriller",Bruce Beresford,5.7,3888.0
3253,1507,Drama|War,tt0119859,movie,Paradise Road,0,1997,\N,122,"Drama,History,War",Bruce Beresford,6.8,5076.0
3254,1962,Drama,tt0097239,movie,Driving Miss Daisy,0,1989,\N,99,Drama,Bruce Beresford,7.3,98314.0
3255,2070,Drama|Romance|Western,tt0086423,movie,Tender Mercies,0,1983,\N,92,"Drama,Music",Bruce Beresford,7.4,9251.0
3256,2738,Comedy|Drama,tt0090886,movie,Crimes of the Heart,0,1986,\N,105,"Comedy,Drama",Bruce Beresford,6.4,3624.0
3257,2881,Action|Crime|Drama|Thriller,tt0150377,movie,Double Jeopardy,0,1999,\N,105,"Crime,Drama,Mystery",Bruce Beresford,6.5,73814.0
3258,3811,Drama|War,tt0080310,movie,Breaker Morant,0,1980,\N,107,"Drama,History,War",Bruce Beresford,7.8,11985.0
3259,3848,Drama|Thriller,tt0111187,movie,Silent Fall,0,1994,\N,101,"Drama,Mystery,Thriller",Bruce Beresford,6.0,3574.0
3260,4346,Drama|Musical|Romance,tt0212827,movie,Bride of the Wind,0,2001,\N,99,"Biography,Drama,Music",Bruce Beresford,5.6,613.0
3261,4603,Comedy|Romance,tt0097500,movie,Her Alibi,0,1989,\N,94,"Comedy,Crime,Mystery",Bruce Beresford,5.8,6737.0
3262,4688,Adventure|Drama,tt0101465,movie,Black Robe,0,1991,\N,101,"Adventure,Drama,History",Bruce Beresford,7.1,6375.0
3263,5947,Drama,tt0298856,movie,Evelyn,0,2002,\N,94,Drama,Bruce Beresford,7.0,6253.0
3264,7240,Action|Drama|War,tt0089420,movie,King David,0,1985,\N,114,"Adventure,Biography,Drama",Bruce Beresford,5.3,2055.0
3265,27692,Action|Comedy|Drama|War,tt0337824,tvMovie,And Starring Pancho Villa as Himself,0,2003,\N,112,"Biography,Drama,History",Bruce Beresford,6.5,3078.0
3266,52591,Crime|Drama|Thriller,tt0445946,movie,The Contract,0,2006,\N,96,"Action,Crime,Drama",Bruce Beresford,5.6,23309.0
3267,71865,Drama,tt0105256,movie,Rich in Love,0,1992,\N,105,Drama,Bruce Beresford,6.2,769.0
3268,73334,Drama,tt0102458,movie,Mister Johnson,0,1990,\N,101,Drama,Bruce Beresford,6.4,930.0
3269,83082,Drama,tt1071812,movie,Mao's Last Dancer,0,2009,\N,117,"Biography,Drama,Music",Bruce Beresford,7.3,7371.0
3270,98570,Drama|Romance,tt1649780,movie,"Peace, Love & Misunderstanding",0,2011,\N,96,"Comedy,Drama,Music",Bruce Beresford,5.9,7850.0
3271,107400,Crime|Documentary|Drama,tt2707792,tvMiniSeries,Bonnie & Clyde,0,2013,\N,240,"Biography,Crime,Drama",Bruce Beresford,6.5,5149.0
3272,125303,Comedy,tt0068173,movie,The Adventures of Barry McKenzie,0,1972,\N,114,Comedy,Bruce Beresford,5.7,718.0
3273,463,Crime|Drama|Thriller,tt0107057,movie,Guilty as Sin,0,1993,\N,107,"Crime,Drama,Thriller",Sidney Lumet,5.6,4709.0
3274,1203,Drama,tt0050083,movie,12 Angry Men,0,1957,\N,96,"Crime,Drama",Sidney Lumet,9.0,680058.0
3275,1404,Crime|Drama,tt0119783,movie,Night Falls on Manhattan,0,1996,\N,113,"Crime,Drama,Thriller",Sidney Lumet,6.6,6523.0
3276,1677,Comedy|Drama,tt0118901,movie,Critical Care,0,1997,\N,107,"Comedy,Drama",Sidney Lumet,5.9,1803.0
3277,2479,Drama|Thriller,tt0120683,movie,Gloria,0,1999,\N,108,"Crime,Drama,Thriller",Sidney Lumet,5.2,5395.0
3278,2749,Drama|Mystery,tt0091554,movie,The Morning After,0,1986,\N,103,"Crime,Mystery,Romance",Sidney Lumet,6.0,5775.0
3279,3068,Drama|Mystery,tt0084855,movie,The Verdict,0,1982,\N,129,Drama,Sidney Lumet,7.7,35666.0
3280,3362,Crime|Drama,tt0072890,movie,Dog Day Afternoon,0,1975,\N,125,"Biography,Crime,Drama",Sidney Lumet,8.0,233499.0
3281,3504,Comedy|Drama,tt0074958,movie,Network,0,1976,\N,121,Drama,Sidney Lumet,8.1,143615.0
3282,3734,Drama,tt0082945,movie,Prince of the City,0,1981,\N,167,"Crime,Drama",Sidney Lumet,7.5,7180.0
3283,3735,Crime|Drama,tt0070666,movie,Serpico,0,1973,\N,130,"Biography,Crime,Drama",Sidney Lumet,7.7,108455.0
3284,3789,Drama,tt0059575,movie,The Pawnbroker,0,1964,\N,116,Drama,Sidney Lumet,7.7,8276.0
3285,4537,Drama,tt0096018,movie,Running on Empty,0,1988,\N,116,"Crime,Drama,Music",Sidney Lumet,7.7,13991.0
3286,4593,Comedy,tt0097328,movie,Family Business,0,1989,\N,110,"Crime,Drama",Sidney Lumet,5.8,11984.0
3287,5938,Comedy|Crime|Mystery|Thriller,tt0083806,movie,Deathtrap,0,1982,\N,116,"Comedy,Crime,Mystery",Sidney Lumet,7.0,11878.0
3288,6180,Crime|Drama,tt0100442,movie,Q & A,0,1990,\N,132,"Crime,Drama,Thriller",Sidney Lumet,6.6,5291.0
3289,6234,Drama|Mystery,tt0075995,movie,Equus,0,1977,\N,137,"Drama,Mystery",Sidney Lumet,7.2,7395.0
3290,6316,Adventure|Children|Comedy|Fantasy|Musical,tt0078504,movie,The Wiz,0,1978,\N,134,"Adventure,Family,Fantasy",Sidney Lumet,5.5,13684.0
3291,6468,Crime|Drama|Romance,tt0105483,movie,A Stranger Among Us,0,1992,\N,110,"Crime,Drama,Romance",Sidney Lumet,5.6,3451.0
3292,7560,Drama|Thriller|War,tt0058083,movie,Fail Safe,0,1964,\N,112,"Drama,Thriller,War",Sidney Lumet,8.0,19638.0
3293,8650,Drama,tt0056196,movie,Long Day's Journey Into Night,0,1962,\N,174,Drama,Sidney Lumet,7.6,4557.0
3294,8879,Crime|Mystery|Thriller,tt0071877,movie,Murder on the Orient Express,0,1974,\N,128,"Crime,Drama,Mystery",Sidney Lumet,7.3,55164.0
3295,26138,Drama|War,tt0059274,movie,The Hill,0,1965,\N,123,"Drama,War",Sidney Lumet,7.9,12340.0
3296,37785,Crime|Drama|Thriller,tt0066767,movie,The Anderson Tapes,0,1971,\N,99,"Action,Crime,Thriller",Sidney Lumet,6.4,7013.0
3297,44197,Comedy|Crime|Drama,tt0419749,movie,Find Me Guilty,0,2006,\N,125,"Biography,Comedy,Crime",Sidney Lumet,7.0,32744.0
3298,49754,Drama,tt0085398,movie,Daniel,0,1983,\N,130,Drama,Sidney Lumet,6.6,1144.0
3299,49757,Drama,tt0091786,movie,Power,0,1986,\N,111,Drama,Sidney Lumet,5.7,2684.0
3300,51911,Crime|Drama|Romance,tt0052832,movie,The Fugitive Kind,0,1960,\N,119,"Drama,Romance",Sidney Lumet,7.2,5496.0
3301,55805,Crime|Drama|Thriller,tt0292963,movie,Before the Devil Knows You're Dead,0,2007,\N,117,"Crime,Drama,Thriller",Sidney Lumet,7.3,96004.0
3302,69908,Drama,tt0060479,movie,The Group,0,1966,\N,150,Drama,Sidney Lumet,6.4,1476.0
3303,72995,Crime|Drama|Mystery,tt0070468,movie,The Offence,0,1973,\N,112,"Crime,Drama,Thriller",Sidney Lumet,7.0,5899.0
3304,85983,Comedy|Drama,tt0062768,movie,Bye Bye Braverman,0,1968,\N,94,"Comedy,Drama",Sidney Lumet,5.7,570.0
3305,91884,Drama|Romance,tt0063569,movie,The Sea Gull,0,1968,\N,141,"Drama,Romance",Sidney Lumet,7.0,740.0
3306,110647,Drama|Romance,tt0071780,movie,Lovin' Molly,0,1974,\N,98,"Drama,Romance",Sidney Lumet,5.6,456.0
3307,111453,Drama,tt0376215,tvMovie,Strip Search,0,2004,\N,120,Drama,Sidney Lumet,6.3,1520.0
3308,120436,Comedy|Drama,tt0087313,movie,Garbo Talks,0,1984,\N,103,"Comedy,Drama",Sidney Lumet,6.4,1427.0
3309,124945,Drama|Romance,tt0052235,movie,Stage Struck,0,1958,\N,95,"Drama,Romance",Sidney Lumet,6.0,613.0
3310,466,Action|Comedy|War,tt0107144,movie,Hot Shots! Part Deux,0,1993,\N,86,"Action,Comedy",Jim Abrahams,6.6,83729.0
3311,2027,Comedy|Crime,tt0120741,movie,Mafia!,0,1998,\N,87,"Comedy,Crime",Jim Abrahams,5.7,14438.0
3312,4476,Comedy,tt0094739,movie,Big Business,0,1988,\N,97,Comedy,Jim Abrahams,6.5,12113.0
3313,5541,Action|Comedy|Romance|War,tt0102059,movie,Hot Shots!,0,1991,\N,84,"Action,Comedy",Jim Abrahams,6.8,98422.0
3314,26710,Comedy|Drama,tt0100911,movie,"Welcome Home, Roxy Carmichael",0,1990,\N,95,"Comedy,Drama",Jim Abrahams,5.9,4890.0
3315,467,Comedy,tt0113674,movie,Live Nude Girls,0,1995,\N,95,Comedy,Julianna Lavin,5.2,1656.0
3316,468,Comedy|Romance,tt0112966,movie,The Englishman Who Went Up a Hill But Came Down a Mountain,0,1995,\N,99,"Comedy,Drama,Romance",Christopher Monger,6.6,16345.0
3317,469,Drama|Romance,tt0107151,movie,The House of the Spirits,0,1993,\N,140,"Drama,Romance",Bille August,6.9,20757.0
3318,1480,Drama|Thriller,tt0120152,movie,Smilla's Sense of Snow,0,1997,\N,121,"Crime,Drama,Mystery",Bille August,6.4,13712.0
3319,1873,Crime|Drama|Romance|War,tt0119683,movie,Les Misérables,0,1998,\N,134,"Crime,Drama,History",Bille August,7.5,37892.0
3320,4297,Drama,tt0093713,movie,Pelle the Conqueror,0,1987,\N,157,Drama,Bille August,7.8,10065.0
3321,6726,Drama,tt0257215,movie,A Song for Martin,0,2001,\N,117,"Drama,Music,Romance",Bille August,6.9,1076.0
3322,39615,Drama,tt0116696,movie,Jerusalem,0,1996,\N,168,Drama,Bille August,6.8,1392.0
3323,40589,Drama|Romance,tt0104350,movie,The Best Intentions,0,1992,\N,180,"Biography,Drama,Romance",Bille August,7.8,2922.0
3324,56370,Drama|War,tt0438859,movie,Goodbye Bafana,0,2007,\N,118,"Biography,Drama,History",Bille August,7.1,11590.0
3325,56485,Drama|Thriller,tt0396190,movie,Return to Sender,0,2004,\N,109,"Drama,Thriller",Bille August,6.4,2374.0
3326,100840,Drama,tt1961192,movie,Marie Krøyer,0,2012,\N,102,"Biography,Drama",Bille August,6.3,1256.0
3327,103867,Mystery|Romance|Thriller,tt1654523,movie,Night Train to Lisbon,0,2013,\N,111,"Mystery,Romance,Thriller",Bille August,6.8,18170.0
3328,470,Comedy,tt0110064,movie,House Party 3,0,1994,\N,100,"Comedy,Music,Romance",Eric Meza,4.7,4610.0
3329,2508,Comedy,tt0181322,movie,The Breaks,0,1999,\N,86,Comedy,Eric Meza,6.2,1137.0
3330,472,Comedy|Drama,tt0110097,movie,I'll Do Anything,0,1994,\N,115,"Comedy,Drama",James L. Brooks,5.5,2413.0
3331,1784,Comedy|Drama|Romance,tt0119822,movie,As Good as It Gets,0,1997,\N,139,"Comedy,Drama,Romance",James L. Brooks,7.7,272809.0
3332,1958,Comedy|Drama,tt0086425,movie,Terms of Endearment,0,1983,\N,132,"Comedy,Drama",James L. Brooks,7.4,54528.0
3333,2243,Comedy|Drama|Romance,tt0092699,movie,Broadcast News,0,1987,\N,133,"Comedy,Drama,Romance",James L. Brooks,7.2,26757.0
3334,27808,Comedy|Drama|Romance,tt0371246,movie,Spanglish,0,2004,\N,131,"Comedy,Drama,Romance",James L. Brooks,6.4,78412.0
3335,82499,Comedy|Drama|Romance,tt1341188,movie,How Do You Know,0,2010,\N,121,"Comedy,Drama,Romance",James L. Brooks,5.4,46475.0
3336,473,Comedy|War,tt0110123,movie,In the Army Now,0,1994,\N,91,"Comedy,War",Daniel Petrie Jr.,5.0,12659.0
3337,5843,Action|Drama,tt0103112,movie,Toy Soldiers,0,1991,\N,111,"Action,Drama,Thriller",Daniel Petrie Jr.,6.6,19459.0
3338,107059,Action|Drama|Thriller,tt0118942,tvMovie,Dead Silence,0,1997,\N,99,"Action,Drama,Thriller",Daniel Petrie Jr.,6.1,948.0
3339,475,Drama,tt0107207,movie,In the Name of the Father,0,1993,\N,133,"Biography,Drama",Jim Sheridan,8.1,155097.0
3340,1185,Drama,tt0097937,movie,My Left Foot,0,1989,\N,103,"Biography,Drama",Jim Sheridan,7.9,67189.0
3341,5174,Drama,tt0099566,movie,The Field,0,1990,\N,107,"Drama,Thriller",Jim Sheridan,7.4,5485.0
3342,7139,Drama|Romance,tt0298845,movie,In America,0,2002,\N,105,Drama,Jim Sheridan,7.7,40271.0
3343,26965,Drama|Thriller,tt0118760,movie,The Boxer,0,1997,\N,113,"Drama,Romance,Sport",Jim Sheridan,7.0,18943.0
3344,40574,Action|Crime|Drama,tt0430308,movie,Get Rich or Die Tryin',0,2005,\N,117,"Biography,Crime,Drama",Jim Sheridan,5.4,43798.0
3345,72605,Drama|Thriller|War,tt0765010,movie,Brothers,0,2009,\N,105,"Action,Drama,Thriller",Jim Sheridan,7.1,110474.0
3346,90578,Drama|Mystery|Thriller,tt1462041,movie,Dream House,0,2011,\N,84,"Drama,Mystery,Thriller",Jim Sheridan,6.0,63150.0
3347,476,Comedy|Drama,tt0110137,movie,The Inkwell,0,1994,\N,110,"Comedy,Drama,Romance",Matty Rich,6.5,1319.0
3348,480,Action|Adventure|Sci-Fi|Thriller,tt0107290,movie,Jurassic Park,0,1993,\N,127,"Action,Adventure,Sci-Fi",Steven Spielberg,8.1,857570.0
3349,527,Drama|War,tt0108052,movie,Schindler's List,0,1993,\N,195,"Biography,Drama,History",Steven Spielberg,8.9,1199410.0
3350,1097,Children|Drama|Sci-Fi,tt0083866,movie,E.T. the Extra-Terrestrial,0,1982,\N,115,"Family,Sci-Fi",Steven Spielberg,7.8,367932.0
3351,1198,Action|Adventure,tt0082971,movie,Raiders of the Lost Ark,0,1981,\N,115,"Action,Adventure",Steven Spielberg,8.4,875392.0
3352,1291,Action|Adventure,tt0097576,movie,Indiana Jones and the Last Crusade,0,1989,\N,127,"Action,Adventure",Steven Spielberg,8.2,685340.0
3353,1387,Action|Horror,tt0073195,movie,Jaws,0,1975,\N,124,"Adventure,Thriller",Steven Spielberg,8.0,540156.0
3354,1544,Action|Adventure|Sci-Fi|Thriller,tt0119567,movie,The Lost World: Jurassic Park,0,1997,\N,129,"Action,Adventure,Sci-Fi",Steven Spielberg,6.6,375754.0
3355,1693,Drama|Mystery,tt0118607,movie,Amistad,0,1997,\N,155,"Biography,Drama,History",Steven Spielberg,7.3,70515.0
3356,2028,Action|Drama|War,tt0120815,movie,Saving Private Ryan,0,1998,\N,169,"Drama,War",Steven Spielberg,8.6,1220571.0
3357,2115,Action|Adventure|Fantasy,tt0087469,movie,Indiana Jones and the Temple of Doom,0,1984,\N,118,"Action,Adventure",Steven Spielberg,7.6,444094.0
3358,2739,Drama,tt0088939,movie,The Color Purple,0,1985,\N,154,Drama,Steven Spielberg,7.8,77536.0
3359,3471,Adventure|Drama|Sci-Fi,tt0075860,movie,Close Encounters of the Third Kind,0,1977,\N,138,"Drama,Sci-Fi",Steven Spielberg,7.6,182866.0
3360,3489,Adventure|Comedy|Fantasy,tt0102057,movie,Hook,0,1991,\N,142,"Adventure,Comedy,Family",Steven Spielberg,6.8,232365.0
3361,3738,Drama,tt0072226,movie,The Sugarland Express,0,1974,\N,110,"Crime,Drama",Steven Spielberg,6.8,15271.0
3362,4103,Action|Adventure|Drama|War,tt0092965,movie,Empire of the Sun,0,1987,\N,153,"Action,Drama,History",Steven Spielberg,7.7,114489.0
3363,4370,Adventure|Drama|Sci-Fi,tt0212720,movie,A.I. Artificial Intelligence,0,2001,\N,146,"Drama,Sci-Fi",Steven Spielberg,7.2,288443.0
3364,4564,Drama|Fantasy|Romance,tt0096794,movie,Always,0,1989,\N,122,"Drama,Fantasy,Romance",Steven Spielberg,6.4,27763.0
3365,5445,Action|Crime|Mystery|Sci-Fi|Thriller,tt0181689,movie,Minority Report,0,2002,\N,145,"Action,Crime,Mystery",Steven Spielberg,7.6,503938.0
3366,5989,Crime|Drama,tt0264464,movie,Catch Me If You Can,0,2002,\N,141,"Biography,Crime,Drama",Steven Spielberg,8.1,815792.0
3367,7104,Comedy|War,tt0078723,movie,1941,0,1979,\N,118,"Action,Comedy,War",Steven Spielberg,5.8,31129.0
3368,8529,Comedy|Drama|Romance,tt0362227,movie,The Terminal,0,2004,\N,128,"Comedy,Drama,Romance",Steven Spielberg,7.4,401607.0
3369,26242,Action|Mystery|Thriller,tt0067023,tvMovie,Duel,0,1971,\N,90,"Action,Thriller",Steven Spielberg,7.6,62279.0
3370,34048,Action|Adventure|Sci-Fi|Thriller,tt0407304,movie,War of the Worlds,0,2005,\N,116,"Adventure,Sci-Fi,Thriller",Steven Spielberg,6.5,412656.0
3371,41997,Action|Crime|Drama|Thriller,tt0408306,movie,Munich,0,2005,\N,164,"Action,Drama,History",Steven Spielberg,7.5,210633.0
3372,59615,Action|Adventure|Comedy|Sci-Fi,tt0367882,movie,Indiana Jones and the Kingdom of the Crystal Skull,0,2008,\N,122,"Action,Adventure",Steven Spielberg,6.1,421497.0
3373,90746,Action|Animation|Mystery|IMAX,tt0983193,movie,The Adventures of Tintin,0,2011,\N,107,"Action,Adventure,Animation",Steven Spielberg,7.3,215057.0
3374,91126,Drama|War,tt1568911,movie,War Horse,0,2011,\N,146,"Action,Adventure,Drama",Steven Spielberg,7.2,145642.0
3375,98154,Drama|War,tt0443272,movie,Lincoln,0,2012,\N,150,"Biography,Drama,History",Steven Spielberg,7.3,242668.0
3376,481,Drama|Thriller,tt0107302,movie,Kalifornia,0,1993,\N,117,"Crime,Drama,Thriller",Dominic Sena,6.7,50537.0
3377,3717,Action|Crime,tt0187078,movie,Gone in 60 Seconds,0,2000,\N,118,"Action,Crime,Thriller",Dominic Sena,6.5,258832.0
3378,4344,Action|Crime|Drama,tt0244244,movie,Swordfish,0,2001,\N,99,"Action,Crime,Thriller",Dominic Sena,6.5,175406.0
3379,71573,Action|Crime|Drama|Mystery|Thriller,tt0365929,movie,Whiteout,0,2009,\N,101,"Action,Crime,Thriller",Dominic Sena,5.5,37130.0
3380,83480,Adventure|Drama|Fantasy,tt0479997,movie,Season of the Witch,0,2011,\N,95,"Action,Adventure,Fantasy",Dominic Sena,5.4,89942.0
3381,482,Crime|Drama|Thriller,tt0110265,movie,Killing Zoe,0,1993,\N,96,"Crime,Thriller",Roger Avary,6.5,19550.0
3382,5666,Comedy|Drama|Romance|Thriller,tt0292644,movie,The Rules of Attraction,0,2002,\N,110,"Comedy,Drama,Romance",Roger Avary,6.7,49213.0
3383,484,Adventure|Children,tt0110305,movie,Lassie,0,1994,\N,94,"Adventure,Family",Daniel Petrie,5.9,5221.0
3384,2408,Comedy|Sci-Fi,tt0094890,movie,Cocoon: The Return,0,1988,\N,116,"Adventure,Comedy,Mystery",Daniel Petrie,5.5,15218.0
3385,3350,Drama,tt0055353,movie,A Raisin in the Sun,0,1961,\N,128,Drama,Daniel Petrie,8.0,7089.0
3386,4536,Drama,tt0096003,movie,Rocket Gibraltar,0,1988,\N,99,Drama,Daniel Petrie,6.6,1787.0
3387,5743,Action|Drama,tt0082402,movie,Fort Apache the Bronx,0,1981,\N,125,"Crime,Drama",Daniel Petrie,6.7,5614.0
3388,6128,Comedy|Drama,tt0084690,movie,Six Pack,0,1982,\N,108,"Comedy,Drama,Sport",Daniel Petrie,6.0,2692.0
3389,6275,Drama|Romance,tt0094020,movie,Square Dance,0,1987,\N,112,"Drama,Romance",Daniel Petrie,6.0,861.0
3390,44595,Drama|Fantasy,tt0081414,movie,Resurrection,0,1980,\N,103,"Drama,Fantasy",Daniel Petrie,7.2,2677.0
3391,53827,Drama,tt0075296,tvMiniSeries,Sybil,0,1976,1976,198,"Biography,Drama",Daniel Petrie,8.0,6401.0
3392,92514,Horror|Mystery,tt0068967,tvMovie,Moon of the Wolf,0,1972,\N,75,"Horror,Thriller",Daniel Petrie,5.0,1360.0
3393,105968,Drama,tt0196632,tvMovie,Inherit the Wind,0,1999,\N,113,Drama,Daniel Petrie,7.3,1564.0
3394,111325,Sci-Fi,tt0070438,movie,The Neptune Factor,0,1973,\N,98,"Action,Adventure,Drama",Daniel Petrie,4.5,874.0
3395,124537,Comedy|Drama,tt0074798,movie,Lifeguard,0,1976,\N,96,Drama,Daniel Petrie,6.7,1090.0
3396,486,Comedy,tt0107413,movie,Life with Mikey,0,1993,\N,91,"Comedy,Family",James Lapine,5.6,5404.0
3397,5279,Comedy|Romance,tt0102103,movie,Impromptu,0,1991,\N,107,"Biography,Comedy,Music",James Lapine,6.9,4656.0
3398,8580,Adventure|Comedy|Fantasy|Musical,tt0099851,tvEpisode,Into the Woods,0,1991,\N,151,"Comedy,Drama,Romance",James Lapine,8.6,2978.0
3399,488,Drama|Romance,tt0107468,movie,M. Butterfly,0,1993,\N,101,"Drama,Romance",David Cronenberg,6.8,8621.0
3400,1483,Drama|Thriller,tt0115964,movie,Crash,0,1996,\N,100,Drama,David Cronenberg,6.4,51421.0
3401,2118,Thriller,tt0085407,movie,The Dead Zone,0,1983,\N,103,"Drama,Horror,Sci-Fi",David Cronenberg,7.2,61600.0
3402,2455,Drama|Horror|Sci-Fi|Thriller,tt0091064,movie,The Fly,0,1986,\N,96,"Drama,Horror,Sci-Fi",David Cronenberg,7.6,158196.0
3403,2551,Drama|Horror|Thriller,tt0094964,movie,Dead Ringers,0,1988,\N,116,"Drama,Horror,Thriller",David Cronenberg,7.3,40938.0
3404,2600,Action|Sci-Fi|Thriller,tt0120907,movie,eXistenZ,0,1999,\N,97,"Horror,Sci-Fi,Thriller",David Cronenberg,6.8,93136.0
3405,5853,Horror|Sci-Fi|Thriller,tt0081455,movie,Scanners,0,1981,\N,103,"Horror,Sci-Fi,Thriller",David Cronenberg,6.8,47888.0
3406,6197,Drama|Mystery,tt0278731,movie,Spider,0,2002,\N,98,"Drama,Mystery,Thriller",David Cronenberg,6.8,35455.0
3407,6748,Horror,tt0078908,movie,The Brood,0,1979,\N,92,"Horror,Sci-Fi",David Cronenberg,6.9,25568.0
3408,6774,Fantasy|Horror|Sci-Fi|Thriller,tt0086541,movie,Videodrome,0,1983,\N,87,"Horror,Sci-Fi,Thriller",David Cronenberg,7.2,82966.0
3409,7029,Horror|Thriller,tt0076590,movie,Rabid,0,1977,\N,91,"Horror,Sci-Fi",David Cronenberg,6.3,15881.0
3410,7123,Drama|Fantasy|Mystery|Sci-Fi,tt0102511,movie,Naked Lunch,0,1991,\N,115,Drama,David Cronenberg,7.1,46657.0
3411,31270,Drama|Horror|Sci-Fi,tt0073705,movie,Shivers,0,1975,\N,87,"Horror,Sci-Fi",David Cronenberg,6.5,18182.0
3412,37733,Action|Crime|Drama|Thriller,tt0399146,movie,A History of Violence,0,2005,\N,96,"Drama,Thriller",David Cronenberg,7.4,222325.0
3413,55118,Crime|Drama|Thriller,tt0765443,movie,Eastern Promises,0,2007,\N,100,"Action,Crime,Drama",David Cronenberg,7.6,225979.0
3414,89761,Drama|Thriller,tt1571222,movie,A Dangerous Method,0,2011,\N,99,"Biography,Drama,Romance",David Cronenberg,6.4,98117.0
3415,95058,Drama,tt1480656,movie,Cosmopolis,0,2012,\N,109,"Crime,Drama,Fantasy",David Cronenberg,5.1,44387.0
3416,112070,Drama,tt2172584,movie,Maps to the Stars,0,2014,\N,111,"Comedy,Drama",David Cronenberg,6.2,37769.0
3417,114873,Sci-Fi,tt0065036,movie,Stereo (Tile 3B of a CAEE Educational Mosaic),0,1969,\N,65,Sci-Fi,David Cronenberg,5.3,1652.0
